iso3,recurso,q_1950_twh,q_2019_twh,reservas_twh,urr_proxy_twh,x_1950_proxy,x_2019_proxy,r_linealizacion,urr_linealizacion_twh,r2_linealizacion,r_condicional_urr_proxy,anio_pico_produccion,prod_pico_twh
RUS,coal,12903.642827580441,142865.622194593,756729.9078,899595.529994593,0.01434382719493726,0.1588109516233942,0.06380216573969037,154195.52167886056,0.8686331468370947,0.022295895163218726,2019,2563.601
SRB,coal,0.0,2541.142,,,,,0.17358240802210168,2698.009226735369,0.8028292532177043,,1998,114.648
SVK,coal,241.51516857070806,1015.8692332222454,,,,,0.042793971462651854,1234.8634041584469,0.8315775976344384,,1979,16.411921567776734
THA,coal,0.0,1909.386,4755.158100000001,6664.544100000001,0.0,0.2864991170213728,0.1541754131528533,2032.5426358889729,0.8896169776459371,0.07146060248047209,1997,80.1
TUR,coal,634.597,8495.259,34408.518000000004,42903.777,0.014791168619023914,0.19800725236848027,0.044908639209491466,15884.202978309593,0.6138338945625674,0.03585724986825391,2011,207.816
TWN,coal,474.288,1490.327,,,,,0.062351595691151875,1618.0766292328253,0.718098351559134,,1967,41.34
UKR,coal,6389.033220243486,57149.76498777808,178204.8618,235354.6267877781,0.0271464101107498,0.24282405562951034,0.0802271720166782,58697.9563518834,0.9813990634227324,0.021727623602153873,1982,1200.1153692259627
USA,coal,178709.4,518799.333,1251418.4706000001,1770217.8036000002,0.10095334011248104,0.2930709045773603,0.027169136411633543,829643.5305221323,0.5908702246084526,0.019522740948255856,1998,6694.604
UZB,coal,103.2875341754192,1070.726042570025,,,,,0.06922692473621822,1121.7921847069683,0.926708258461616,,1990,21.223
VEN,coal,4.835,1092.735,3342.462,4435.197,0.0010901432337729305,0.2463780075608817,0.21840455544960743,1146.0507656045393,0.962044453121314,0.09070742081570046,2004,68.83
VNM,coal,414.387,6641.224,1046.7,7687.924,0.053901027117333626,0.8638514116424668,,,,0.04694685922814558,2011,303.57
ZAF,coal,4178.133,70326.82,210428.568,280755.38800000004,0.01488175535922395,0.2504914349141538,0.06327974446619847,105421.60170905867,0.9346248097597153,0.042078433746839956,2014,1721.115
ZWE,coal,303.95799999999997,2177.246,3502.956,5680.202,0.05351182933283006,0.3833043261489644,0.05206260276491388,2567.887934684692,0.632933029595333,0.030728256523878453,2014,43.364
