year,petroleo_precio_nominal_usd_bbl,deflactor_eeuu_2019,petroleo_precio_real_usd2019_bbl,jacks_beef,jacks_hides,jacks_lamb,jacks_pork,jacks_coal,jacks_natural_gas,jacks_petroleum,jacks_barley,jacks_corn,jacks_rice,jacks_rye,jacks_wheat,jacks_aluminum,jacks_chromium,jacks_copper,jacks_lead,jacks_manganese,jacks_nickel,jacks_steel,jacks_tin,jacks_zinc,jacks_bauxite,jacks_iron_ore,jacks_phosphate,jacks_potash,jacks_sulfur,jacks_gold,jacks_platinum,jacks_silver,jacks_cocoa,jacks_coffee,jacks_cotton,jacks_cottonseed,jacks_palm_oil,jacks_peanuts,jacks_rubber,jacks_saw_logs,jacks_soybeans,jacks_sugar,jacks_tea,jacks_tobacco,jacks_wool,jacks_indice_vp1975,jacks_indice_vp2019,jacks_indice_igual,jacks_sub_cultivados,jacks_sub_subsuelo,jacks_sub_subsuelo_sin_energia,gycpi_nominal,gycpi_metales_nominal,muv_g5,gycpi_real,gycpi_metales_real,cmo_petroleo_real2010,cmo_carbon_aus_real2010,cmo_gas_eeuu_real2010,cmo_gas_europa_real2010,cmo_cobre_real2010,cmo_hierro_real2010,cmo_aluminio_real2010,cmo_oro_real2010,cmo_estano_real2010,cmo_niquel_real2010,cmo_zinc_real2010,usgs_prod_mundial_aluminio_t,usgs_prod_mundial_bauxita_t,usgs_prod_mundial_cobre_t,usgs_prod_mundial_oro_t,usgs_prod_mundial_hierro_t,usgs_prod_mundial_plomo_t,usgs_prod_mundial_niquel_t,usgs_prod_mundial_fosfato_t,usgs_prod_mundial_plata_t,usgs_prod_mundial_estano_t,usgs_prod_mundial_zinc_t,mundo_oil_prod_twh,mundo_oil_cum_twh,mundo_gas_prod_twh,mundo_gas_cum_twh,mundo_coal_prod_twh,mundo_coal_cum_twh,mundo_gigantes_n,mundo_gigantes_eur_mbep,mundo_gigantes_eur_petroleo_mbep,mundo_gigantes_eur_cum_mbep
1988,14.92384147644043,0.4627287714194427,32.251812288786,231.7,78.93,341.4,31.38,182.26,161.3,200.81,49.56,42.57,30.09,34.61,35.67,20.95,129.02,51.77,48.37,144.51,82.37,73.72,81.83,95.54,43.85,82.86,31.26,11.71,60.82,145.49,192.8,69.34,31.29,101.0,46.43,46.11,33.39,42.16,6.88,591.45,23.3,25.91,34.0,84.93,30.35,112.63,131.61,92.47,79.3,143.18,72.01,116.574,155.777,153.3,76.04305283757338,101.61578604044357,18.37158451222,43.53217770142,2.09911432739,2.94583338711,3247.49629574441,30.33209801131,3183.56692634532,545.5388017427,8802.09190973282,17198.5700232197,1549.69351640034,18500000.0,97400000.0,8720000.0,1870.0,967000000.0,3420000.0,952000.0,166000000.0,15500.0,205000.0,6770000.0,35607.57,994293.2489999998,18457.764,397968.7960000001,25936.246,1109773.936,6.0,33140.558000000005,7769.557000000001,2268128.8690000004
1989,18.226112365722656,0.48502424054031024,37.57773497138828,225.61,77.33,313.38,24.69,172.24,153.88,235.13,50.51,41.69,30.95,26.99,39.0,15.31,145.36,54.09,47.35,171.97,75.93,79.92,94.49,121.72,46.91,87.43,29.26,12.65,58.43,121.14,176.76,55.79,23.38,75.82,52.99,46.74,25.54,35.14,5.38,535.41,20.14,31.03,37.51,104.0,26.11,119.5,140.04,90.6,75.94,159.41,76.68,118.705,151.529,152.925,77.62301781919241,99.087134216119,22.40133920434,47.71882907432,2.13060385955,2.62453559909,3576.9155243051,34.94776350364,2450.30745675792,478.98611855792,10717.1885652511,16711.8560030575,2083.01060633821,19000000.0,103000000.0,9040000.0,2010.0,999000000.0,3400000.0,987000.0,163000000.0,16400.0,233000.0,6820000.0,36037.48,1030330.7289999998,19096.994,417065.7900000001,26394.402,1136168.338,11.0,13159.215,6252.383,2281288.0840000003
1990,23.72582054138184,0.5112311954728884,46.40917993948995,213.56,75.17,342.01,36.83,163.59,147.72,278.81,50.98,39.84,26.59,25.98,29.62,12.21,99.2,47.96,54.07,184.92,47.96,79.03,63.92,105.83,45.17,81.89,28.02,11.55,51.27,115.54,155.18,46.45,22.64,59.43,54.63,43.23,20.03,54.05,4.55,472.26,17.15,28.88,40.12,105.67,20.17,127.46,148.17,85.8,73.55,176.85,73.86,113.918,135.879,166.647,68.35886634622887,81.5370213685215,27.67450646328,47.98056848123,2.05429408749,3.41105554077,3219.31369797119,39.31181031026,1983.06310320296,463.83904185557,7360.84416200579,10721.9636237272,1830.67036653769,19300000.0,113000000.0,9200000.0,2180.0,982000000.0,3370000.0,974000.0,162000000.0,16600.0,221000.0,7150000.0,36726.777,1067057.5059999998,19697.164,436762.9540000001,26344.895,1162513.233,12.0,21087.2,4048.333,2302375.2840000005
1991,20.00091361999512,0.5327443674322332,37.54317237814683,212.94,62.14,284.12,31.29,153.87,135.95,234.69,47.91,37.49,27.63,26.24,27.77,9.32,96.05,40.44,35.75,208.18,42.39,76.47,56.41,75.03,48.45,76.55,27.07,12.47,43.92,104.72,118.67,37.37,20.5,54.17,48.34,25.21,22.49,48.44,4.17,489.74,15.98,19.79,31.33,104.62,14.81,114.19,132.98,78.35,70.56,154.17,70.22,103.689,111.752,165.558,62.63001485884101,67.50021140627453,23.64830939453,48.42587770185,1.81495306345,3.80183833974,2855.23349536719,42.43571871218,1589.73814222131,442.15980127944,6830.54126437226,9956.54357856772,1363.64626497448,19700000.0,111000000.0,9330000.0,2160.0,956000000.0,3260000.0,1010000.0,150000000.0,15600.0,201000.0,7270000.0,36627.707,1103685.2129999998,19959.688,456722.6420000001,25628.758,1188141.991,6.0,80866.093,1209.667,2383241.3770000003
1992,19.320837020874023,0.5487814592561449,35.20679624829669,190.52,57.6,303.56,19.28,141.29,140.03,218.06,46.74,34.85,24.53,27.56,31.02,8.72,90.96,38.36,33.82,163.84,35.36,62.99,59.73,80.66,44.25,70.61,26.28,12.71,28.68,96.48,110.26,35.33,18.31,39.63,35.76,37.49,25.34,30.36,4.22,520.18,15.25,19.41,29.14,99.81,14.9,104.71,122.4,74.38,65.0,141.1,59.46,101.897,111.151,171.841,59.297257348362734,64.68246809550689,22.79496209507,46.21410168453,2.12320216491,3.06595985244,2733.78657149909,39.66772812338,1503.15922224651,411.93717261666,7311.59519558832,8390.41858346963,1485.77213396282,19500000.0,105000000.0,9470000.0,2260.0,930000000.0,3200000.0,1010000.0,139000000.0,14900.0,191000.0,7250000.0,37157.996,1140843.2089999998,20018.34,476740.98200000013,25572.383,1213714.3739999998,9.0,6267.668,1986.835,2389509.0450000004
1993,16.971633911132812,0.5652096996615477,30.027145537834134,197.26,59.0,316.94,21.38,119.0,159.4,191.13,41.18,33.72,20.9,28.67,27.97,7.68,69.31,31.22,24.61,147.11,25.98,64.52,49.1,60.79,41.76,61.85,25.51,12.43,18.47,98.05,111.32,37.45,18.06,42.52,34.77,40.11,23.62,40.28,3.95,939.71,16.03,20.86,28.48,75.94,13.56,103.22,120.43,80.99,77.08,127.17,58.52,99.068,95.373,170.123,58.23316071313109,56.06120277681443,19.51014538729,36.29794490658,2.45686887732,3.09497902581,2216.19419517249,33.69916651061,1319.52586907097,416.7737757141,5978.89901718326,6132.13523231243,1114.40483088464,19800000.0,110000000.0,9490000.0,2280.0,953000000.0,2900000.0,928000.0,119000000.0,14100.0,190000.0,6910000.0,37105.156,1177948.3649999998,20246.297,496987.27900000016,24802.193,1238516.5669999998,3.0,5061.29,727.957,2394570.3350000004
1994,15.817625999450684,0.5796821971619657,27.28672033899149,171.42,62.4,312.88,18.22,121.21,140.94,172.31,40.86,34.08,23.17,29.6,28.04,9.69,68.07,36.65,32.32,142.73,30.22,64.65,50.58,61.38,37.5,58.9,25.14,12.11,16.99,102.04,117.61,44.79,22.01,87.9,46.68,33.52,32.22,34.34,5.22,722.9,15.44,24.57,25.66,72.57,16.52,94.7,110.65,76.33,68.8,118.44,58.86,114.839,115.39,170.123,67.50351216472788,67.82739547268741,18.97370477305,38.57641612482,2.29308727429,2.91811279871,2755.78630506794,31.61355216173,1763.74539460847,458.63138854859,6525.56505398154,7571.75029338896,1191.59921913737,19200000.0,106000000.0,9500000.0,2260.0,982000000.0,2800000.0,932000.0,127000000.0,14000.0,178000.0,7050000.0,37619.203,1215567.5679999997,20542.516,517529.79500000016,25371.557,1263888.1239999998,6.0,5368.334000000001,4045.0,2399938.669
1995,17.016679763793945,0.5961104375672034,28.54618656442422,133.52,61.61,274.18,19.73,144.51,114.83,179.34,56.89,38.46,27.02,30.92,32.93,11.53,115.41,45.32,36.05,138.1,38.16,62.87,55.83,61.65,33.47,62.96,25.09,11.78,24.43,99.27,119.75,42.86,21.96,86.12,54.8,35.15,37.25,31.82,7.13,584.28,15.45,26.21,24.9,70.62,19.99,93.93,109.8,74.15,62.36,122.85,58.8,128.768,138.508,171.841,74.9343870205597,80.60241735092323,18.69378419441,42.8325183341,1.8739113448,2.96725294221,3193.65171260029,30.87466122817,1964.37856260036,417.93299865519,6760.01505385571,8951.30098107538,1121.75397357469,19700000.0,112000000.0,10000000.0,2230.0,1020000000.0,2710000.0,1040000.0,130000000.0,14900.0,201000.0,7280000.0,38135.516,1253703.0839999998,20883.5,538413.2950000002,26146.545,1290034.6689999998,9.0,8853.284,1508.333,2408791.953
1996,20.668487548828125,0.6137121237151665,33.67782181604856,121.45,59.28,342.09,28.22,134.66,156.16,209.29,63.58,50.7,27.71,38.31,35.82,9.35,86.53,34.43,43.07,145.56,33.82,61.06,53.89,59.53,37.22,63.8,24.64,11.44,18.18,97.31,108.85,41.64,21.67,67.63,44.36,40.04,30.58,32.68,6.1,559.71,17.65,22.92,26.97,79.28,16.75,101.48,118.11,75.33,63.88,135.93,56.75,123.471,118.752,168.075,73.46184738955824,70.6541722445337,22.64645903787,42.22551693524,3.03228175413,3.15427541202,2545.07235550678,33.27099760706,1669.82793276238,429.96757143663,6837.27318574404,8318.65511225443,1136.916197952,20800000.0,117000000.0,11000000.0,2290.0,1020000000.0,2920000.0,1060000.0,135000000.0,15100.0,220000.0,7480000.0,39151.238,1292854.3219999997,21899.963,560313.2580000001,26502.836,1316537.5049999997,7.0,8018.3330000000005,6450.0,2416810.2860000003
1997,19.092588424682617,0.6277934726348744,30.412212386583533,125.39,58.57,345.49,21.73,122.22,163.21,188.42,50.5,35.23,24.26,37.96,26.84,9.7,92.38,33.39,33.89,139.01,30.51,62.21,48.25,74.66,33.27,64.53,23.7,11.18,18.82,81.24,105.82,38.4,23.56,102.27,42.73,34.59,30.73,32.82,4.36,517.1,16.72,21.3,32.71,89.58,16.91,94.08,110.8,73.0,59.39,125.86,57.3,120.882,122.247,168.634,71.68305323956024,72.49249854714945,22.31211275244,40.84997229533,2.88837110313,3.186994206,2649.80237677781,35.08991186032,1861.37143401551,385.34406663305,6571.95836249199,8062.39994408308,1531.76485065225,21700000.0,122000000.0,11500000.0,2450.0,1040000000.0,3100000.0,1140000.0,143000000.0,16500.0,241000.0,7540000.0,40023.195,1332877.5169999998,21882.971,582196.2290000002,26894.83,1343432.3349999997,9.0,8039.831,3370.832,2424850.117
1998,12.71566104888916,0.6375721871618184,19.943876638492505,114.65,50.12,262.62,13.4,101.61,134.55,130.98,43.5,28.53,23.94,24.82,20.52,8.11,81.06,23.9,28.22,127.4,20.06,58.16,46.63,57.26,30.23,66.3,23.33,11.01,14.94,71.07,98.23,42.78,24.03,72.03,34.79,39.14,37.2,32.33,3.04,347.12,13.56,16.46,31.99,83.33,12.65,72.66,86.34,59.66,47.82,95.42,53.21,106.333,99.364,167.617,63.438076090134054,59.28038325468181,15.89910408141,35.57320499497,2.53972623853,2.94000972946,2012.9482965579,37.72623730116,1652.00657776371,357.98649687227,6742.44935680199,5634.015995632,1246.75072818695,22600000.0,123000000.0,12100000.0,2500.0,1050000000.0,3060000.0,1180000.0,144000000.0,17200.0,231000.0,7570000.0,41034.703,1373912.2199999997,22023.701,604219.9300000002,26412.434,1369844.7689999996,12.0,9947.269,4001.102,2434797.386
1999,17.970077514648438,0.6516535360817174,27.576122156413785,118.32,46.13,256.52,12.76,88.98,142.83,171.84,38.0,24.37,19.13,22.14,17.33,7.95,61.86,22.23,26.29,112.83,25.48,49.6,44.43,58.85,28.14,55.72,30.07,10.77,18.98,65.89,97.31,39.32,15.92,54.15,27.59,23.68,23.65,27.63,2.59,391.23,11.0,11.31,28.14,74.32,10.17,79.39,94.12,57.51,45.98,109.99,46.34,93.311,97.679,165.445,56.40001208860952,59.040164405089314,22.42347394177,32.12708864706,2.81254203798,2.64399632026,1951.64877072394,34.23442712993,1688.87772462046,345.90337780473,6704.95545534918,7458.89560747339,1335.55419914495,23600000.0,129000000.0,12800000.0,2570.0,1020000000.0,3080000.0,1170000.0,137000000.0,17600.0,245000.0,7960000.0,40104.688,1414016.9079999998,23102.75,627322.6800000002,26421.254,1396266.0229999996,19.0,28473.486,11943.099,2463270.872
2000,28.49544906616211,0.6735578566221794,42.3058669511536,121.76,49.63,241.82,16.48,90.79,262.46,262.08,37.39,23.14,15.08,24.53,17.23,8.77,64.24,24.82,23.02,118.75,35.45,58.34,43.34,59.68,29.12,51.9,29.9,10.42,12.0,63.81,136.02,36.13,12.29,43.9,29.68,28.85,16.28,26.95,2.66,384.25,11.17,14.29,27.77,70.37,10.0,103.89,126.92,63.01,45.5,157.39,52.5,92.753,107.338,161.945,57.27438327827349,66.28052733952885,35.48230196637,32.9939668175,5.41520026814,4.84958940841,2279.37300988772,36.18652589241,1947.13528573823,350.71853527736,6832.21258588906,10856.886835931,1417.96547678901,24300000.0,136000000.0,13300000.0,2590.0,969000000.0,3200000.0,1290000.0,132000000.0,18100.0,278000.0,8770000.0,41796.285,1455813.1929999997,24011.674,651334.3540000002,26812.115,1423078.1379999996,19.0,33050.062,14978.333,2496320.934
2001,24.443891525268555,0.6927241370940093,35.286617307448154,129.52,50.89,271.37,16.61,110.68,234.36,217.75,44.21,22.78,12.52,26.24,18.24,7.95,70.09,21.02,23.48,104.95,23.84,41.52,34.8,45.63,28.56,47.92,29.08,10.13,4.72,60.26,128.59,31.04,14.1,30.54,23.45,25.44,14.67,26.07,2.23,312.85,10.04,14.66,23.0,69.07,11.5,90.35,109.24,58.25,43.97,132.85,39.52,88.68,95.077,157.179,56.41975073005936,60.48963283899248,31.79919692386,42.19443718987,5.16562200749,5.29838077827,2060.96674501611,39.21389396709,1885.1321058588,353.86415077914,5855.89144250022,7762.76660572821,1156.65534952555,24300000.0,137000000.0,13700000.0,2600.0,937000000.0,3120000.0,1350000.0,126000000.0,18700.0,246000.0,8910000.0,41854.5,1497667.6929999997,24583.936,675918.2900000002,27948.264,1451026.4019999995,12.0,12286.325,6960.325,2508607.259
2002,25.023256301879883,0.7036762973645757,35.56074916207572,127.64,48.63,299.54,12.58,87.22,196.25,215.8,50.49,24.83,13.68,29.98,21.66,7.31,63.87,20.43,21.94,91.99,26.67,46.56,30.99,39.46,24.61,49.87,28.62,9.98,5.49,67.85,128.98,32.13,23.09,29.7,22.24,27.89,20.64,21.43,2.92,316.41,10.74,11.51,21.34,62.11,19.27,88.89,106.8,57.48,44.06,129.98,42.98,92.114,90.655,155.212,59.34721542148803,58.40721078267145,32.93835674129,33.44262024313,4.43313953488,4.032329105,2060.62037526427,38.72885835095,1783.71432346723,409.58201198027,5365.35412262156,8947.87372269204,1029.00369978858,26100000.0,144000000.0,13600000.0,2550.0,982000000.0,2850000.0,1350000.0,136000000.0,18800.0,233000.0,8880000.0,41349.258,1539016.9509999997,25156.049,701074.3390000002,28287.121,1479313.5229999996,11.0,7020.124,4973.5,2515627.383
2003,28.83070373535156,0.7197133891898734,40.058590222705305,125.86,39.55,320.48,13.9,93.47,312.69,251.54,47.44,25.77,13.78,25.87,22.59,7.58,72.85,22.78,24.39,114.38,37.02,59.1,36.48,41.01,23.0,58.36,27.99,9.75,13.05,77.8,161.68,33.29,22.23,30.3,29.84,33.09,23.41,28.88,4.04,354.33,13.03,11.59,21.01,58.55,21.95,102.91,127.57,65.85,46.13,154.93,53.3,98.879,99.672,166.853,59.2611460387287,59.73641468837839,36.29603515383,32.768933685,6.89774261073,4.90663987273,2234.5451310391,40.12810851545,1797.65605375534,456.55509503475,6147.8233065394,12094.2831574981,1039.55716737838,28000000.0,153000000.0,13800000.0,2540.0,1080000000.0,3200000.0,1370000.0,138000000.0,18800.0,258000.0,9520000.0,43184.227,1582201.1779999996,26056.537,727130.8760000002,30361.062,1509674.5849999995,15.0,14055.167,9064.667,2529682.55
2004,38.26499938964844,0.7388796696615203,51.78786338400349,154.1,37.88,323.79,18.0,174.4,327.56,326.43,43.68,26.64,16.14,27.7,22.93,8.86,106.19,35.71,40.76,202.74,51.75,90.33,61.64,50.56,25.85,67.48,27.26,10.6,14.44,85.31,192.46,44.27,19.17,36.99,28.38,26.81,23.88,27.88,4.66,363.75,14.74,11.41,22.74,59.06,17.95,132.55,165.86,77.93,51.06,207.21,78.29,112.819,141.579,178.361,63.25317754441835,79.37777877450789,44.37655851233,62.26968912933,6.93269097268,5.03057744326,3370.43974675605,44.57250382218,2017.57144537222,481.25553726136,10011.4470383002,16256.8984476067,1232.21598259438,29900000.0,164000000.0,14700000.0,2420.0,1200000000.0,3150000.0,1350000.0,142000000.0,20000.0,298000.0,9600000.0,45349.148,1627550.3259999997,26944.168,754075.0440000001,32984.902,1542659.4869999995,6.0,4979.668,1426.0,2534662.218
2005,54.521087646484375,0.7639131788506872,71.3707907599025,152.48,35.86,304.03,16.59,146.31,473.25,430.02,40.58,22.74,18.81,27.45,20.84,9.47,112.39,44.34,43.55,128.09,53.51,110.12,51.92,64.42,27.45,77.68,26.37,12.66,13.19,89.7,197.43,47.01,18.4,51.06,24.46,25.19,20.85,23.86,5.24,362.29,12.78,15.22,21.5,58.15,16.65,161.03,204.6,82.24,50.51,262.3,92.91,121.482,167.96,178.361,68.1101810373344,94.16856824081499,60.87916145586,54.29977511719,10.16610356542,7.21398707716,4194.84198023565,74.11630558723,2164.5474154314,507.23213606994,8414.85509312049,16811.8122386925,1575.03525275561,31900000.0,178000000.0,15000000.0,2470.0,1320000000.0,3470000.0,1460000.0,152000000.0,20800.0,296000.0,10000000.0,45735.105,1673285.4309999996,27582.227,781657.2710000001,35064.484,1577723.9709999994,8.0,8799.423,3066.09,2543461.641
2006,65.1440658569336,0.7885555394595741,82.61189300829615,143.13,36.5,281.14,15.17,151.51,350.81,487.41,48.22,27.2,19.4,26.76,23.65,12.42,101.66,78.65,55.79,113.44,84.63,101.06,59.62,147.64,30.26,92.44,25.54,14.11,13.65,118.05,243.36,72.03,18.45,49.27,24.66,28.51,22.78,23.14,7.09,413.71,12.1,22.05,23.67,59.96,16.43,172.9,214.67,88.03,51.64,284.01,91.84,153.017,282.602,181.215,84.43947796815937,155.94845901277486,71.4870000447,54.58643759961,7.47197052595,9.41936320842,7474.85210719448,77.09700137144,2857.66568442122,672.00693131695,9764.06686682234,26970.3205270766,3642.04575781163,33900000.0,193000000.0,15100000.0,2370.0,1470000000.0,3630000.0,1570000.0,151000000.0,20100.0,293000.0,10300000.0,46100.176,1719385.6069999996,28520.127,810177.398,36829.426,1614553.3969999994,11.0,42596.666,9000.0,2586058.307
2007,72.38907623291016,0.8110152909844307,89.2573506783608,141.56,37.08,287.78,14.7,188.5,352.89,518.71,69.3,35.52,20.2,39.26,34.51,12.39,140.91,81.02,108.58,255.65,126.67,90.08,95.98,142.83,32.66,99.23,29.36,15.04,13.27,132.33,270.68,81.14,22.0,51.74,26.41,36.41,35.59,32.07,7.5,450.23,16.78,14.62,25.03,65.09,22.61,182.82,226.01,101.76,54.97,299.97,88.01,177.004,311.703,189.732,93.2915902430797,164.2859401682373,74.52222467784,68.88098606308,7.31630586503,8.96468615739,7459.10719899403,128.87718746725,2764.51762199169,730.085140941,15232.98176674,39012.6865241538,3397.62923958224,37900000.0,221000000.0,15500000.0,2350.0,1680000000.0,3710000.0,1740000.0,160000000.0,20800.0,301000.0,11100000.0,46004.738,1765390.3449999995,29275.635,839453.033,38453.008,1653006.4049999993,8.0,17620.0,6370.0,2603678.307
2008,97.25597381591795,0.842154629526453,115.48469889740484,163.64,31.66,292.59,14.38,354.66,431.68,688.01,77.62,46.64,38.74,47.69,37.82,11.65,235.62,76.19,84.87,351.27,69.45,139.32,117.75,79.78,26.62,120.18,131.95,33.79,10.26,159.44,314.52,87.5,27.96,56.37,28.69,51.35,43.77,39.63,8.26,472.92,22.02,17.88,28.65,67.86,20.19,245.48,305.39,122.88,65.11,410.75,127.09,194.575,290.844,202.444,96.11299915038232,143.666396633143,94.32116479477,123.60611365036,8.61344200209,13.03769976336,6764.44601121592,151.70021718694,2501.98304645207,847.71686278324,18000.6720639243,20529.6555804078,1823.1145255924,39700000.0,224000000.0,15600000.0,2300.0,1730000000.0,3880000.0,1630000.0,166000000.0,21300.0,258000.0,11900000.0,46497.789,1811888.1339999996,30327.17,869780.2030000001,39718.609,1692725.0139999993,17.0,20219.667,18469.667,2623897.974
2009,61.6712646484375,0.8391584313940414,73.49180123947141,138.55,22.26,252.73,12.45,193.42,193.01,427.58,49.88,34.72,33.19,37.34,25.99,7.57,137.54,56.7,69.96,183.95,48.37,108.16,87.05,70.44,30.15,150.47,121.51,41.53,6.63,178.6,241.24,85.74,31.46,58.21,25.28,35.42,31.22,28.07,6.15,466.33,17.94,25.43,32.36,80.37,17.46,163.38,199.42,92.92,57.21,260.65,103.58,163.481,219.018,191.039,85.57467323426107,114.64570061610458,64.02334876167,74.48078650909,4.09526401272,9.02964959569,5338.72961158339,82.91433409358,1725.92732738959,1008.67293869652,14072.0266604465,15192.4419448476,1715.85570875665,37200000.0,209000000.0,16000000.0,2490.0,1710000000.0,3780000.0,1410000.0,162000000.0,22300.0,237000.0,11600000.0,45339.039,1857227.1729999997,29408.004,899188.207,39704.273,1732429.2869999993,12.0,16045.004,10616.667,2639942.978
2010,79.49553680419922,0.8529229499619422,93.20365550926535,170.73,35.15,246.53,16.35,265.59,211.04,541.94,60.54,38.37,28.76,37.48,31.59,9.7,170.91,81.43,86.0,209.0,70.74,111.44,128.23,90.28,29.27,160.28,56.52,24.3,26.93,221.17,317.49,116.09,33.57,78.03,41.1,34.4,38.66,30.32,11.52,444.37,18.62,29.36,33.72,80.9,23.01,197.35,241.22,106.94,61.94,321.42,108.37,204.535,306.068,195.844,104.4377157329303,156.28153019750414,79.04077178472,98.96604166667,4.38525376984,8.2875,7534.77958333333,145.86318542569,2173.117,1224.66425,20405.62325,21808.8524166667,2160.74325,41800000.0,239000000.0,16100000.0,2590.0,1870000000.0,4160000.0,1710000.0,183000000.0,23300.0,266000.0,12300000.0,46236.66,1903463.8329999996,31447.281,930635.488,41832.457,1774261.7439999992,14.0,32118.467,15500.0,2672061.4450000003
2011,111.25559997558594,0.879845706796973,126.44898885806406,197.39,38.83,244.67,18.96,322.59,186.49,628.74,76.79,58.36,30.97,56.05,38.12,10.39,168.21,92.4,93.16,255.47,72.03,119.51,159.0,88.95,31.63,177.69,85.09,27.86,59.5,274.73,328.76,196.71,30.95,104.63,58.08,62.58,47.94,44.64,14.74,604.75,21.71,34.76,33.09,81.18,32.7,228.73,276.82,126.45,75.16,369.43,119.03,254.44,367.429,211.988,120.0256618299149,173.32537690812686,93.66840555253,109.37349903939,3.60102535428,9.46956051873,7950.4570425072,151.0754382805,2162.6320845341,1413.19419428434,23463.3240273775,20632.5258165226,1975.77487091739,46800000.0,254000000.0,16100000.0,2680.0,2030000000.0,4750000.0,2340000.0,200000000.0,23300.0,268000.0,12500000.0,46622.32,1950086.1529999997,32640.678,963276.166,44787.504,1819049.2479999992,5.0,6850.0,1350.0,2678911.4450000003
2012,111.6697006225586,0.8980536732471747,124.34635473265675,199.5,38.58,162.83,17.27,250.06,125.7,610.2,86.62,58.49,31.46,54.28,38.58,8.58,149.16,81.66,78.46,212.17,54.04,112.0,126.23,77.4,27.39,133.36,94.27,32.34,45.04,286.37,290.51,170.36,24.34,70.52,33.63,56.22,41.07,56.71,10.11,546.98,23.56,28.22,32.17,76.29,32.25,215.55,258.79,111.55,71.04,347.97,108.77,,,,,,95.2641103918,87.42099851825,2.49663582207,10.40853971998,7223.39386992585,116.57073929595,1835.51047159843,1514.57649157821,19165.3764036392,15919.0293463928,1769.40352740269,49300000.0,253000000.0,16700000.0,2740.0,2070000000.0,5080000.0,2570000.0,216000000.0,24300.0,254000.0,13300000.0,47892.43,1997978.5829999996,33416.98,996693.146,45246.113,1864295.360999999,11.0,14650.0,850.0,2693561.4450000003
2013,108.65851593017578,0.9112080000286857,119.24666588392014,192.98,43.31,167.65,17.79,216.0,167.81,625.56,71.86,50.11,27.86,55.52,35.62,7.72,134.9,74.13,80.18,165.16,45.63,103.36,131.31,74.72,26.29,138.41,63.46,27.05,24.69,238.61,274.44,128.61,24.46,52.0,33.57,53.11,33.78,34.65,8.24,456.73,21.5,22.84,31.31,80.2,29.42,213.1,256.3,102.2,64.39,349.36,99.84,,,,,,94.83143279962,77.04981247463,3.39315110099,10.73880030372,6680.72936445054,123.33593488996,1682.61409425971,1286.07043439102,20303.2315595363,13696.3985277155,1740.55259259355,52200000.0,296000000.0,18400000.0,2960.0,2230000000.0,4930000.0,2610000.0,232000000.0,26700.0,322000.0,13200000.0,47965.855,2045944.4379999996,33702.988,1030396.134,45969.586,1910264.946999999,4.0,4100.0,2200.0,2697661.4450000003
2014,98.94600677490234,0.925989825577136,106.85431312728826,232.32,49.67,212.6,20.79,184.86,194.62,585.21,46.66,36.67,22.92,53.12,31.06,7.68,154.36,68.29,77.27,159.73,50.47,105.28,127.0,83.19,26.74,98.0,54.61,19.99,28.31,210.53,251.36,101.2,30.22,73.53,30.37,43.82,31.97,28.33,5.67,415.02,18.6,21.61,29.29,85.83,26.51,202.67,244.37,98.46,65.78,328.09,97.16,,,,,,88.90069284065,64.78521939954,4.03648190916,9.28560431101,6340.32101616628,89.56347540066,1725.09930715935,1169.1247113164,20229.9045419554,15605.8899153195,1996.2779060816,54100000.0,258000000.0,18600000.0,3040.0,2370000000.0,4630000.0,2130000.0,235000000.0,28000.0,322000.0,13500000.0,49090.754,2095035.1919999996,34451.488,1064847.622,45840.074,1956105.020999999,8.0,9181.0,6601.0,2706842.4450000003
2015,52.38676071166992,0.9270883007827176,56.506764962346175,209.47,39.37,162.67,13.72,149.27,116.45,305.78,35.27,32.23,20.89,44.56,26.11,6.84,158.96,54.77,65.85,149.09,35.4,94.15,93.06,74.27,23.79,56.42,59.41,19.93,30.94,192.85,191.11,83.32,30.9,58.59,25.71,46.05,25.29,29.34,4.56,361.58,15.03,17.05,29.86,84.31,24.04,127.09,154.59,78.53,57.21,191.11,84.51,,,,,,51.85733910062,60.2218929873,2.67059194169,6.96963633222,5630.38384251218,57.06975239263,1700.91022104152,1185.92350396785,16416.2988317837,12120.8082149791,1973.71853819693,57800000.0,294000000.0,19300000.0,3100.0,2370000000.0,4940000.0,2110000.0,261000000.0,27600.0,307000.0,13300000.0,50735.289,2145770.4809999997,35151.949,1099999.571,44567.742,2000672.762999999,3.0,11000.0,3200.0,2717842.4450000003
