year,petroleo_precio_nominal_usd_bbl,deflactor_eeuu_2019,petroleo_precio_real_usd2019_bbl,jacks_beef,jacks_hides,jacks_lamb,jacks_pork,jacks_coal,jacks_natural_gas,jacks_petroleum,jacks_barley,jacks_corn,jacks_rice,jacks_rye,jacks_wheat,jacks_aluminum,jacks_chromium,jacks_copper,jacks_lead,jacks_manganese,jacks_nickel,jacks_steel,jacks_tin,jacks_zinc,jacks_bauxite,jacks_iron_ore,jacks_phosphate,jacks_potash,jacks_sulfur,jacks_gold,jacks_platinum,jacks_silver,jacks_cocoa,jacks_coffee,jacks_cotton,jacks_cottonseed,jacks_palm_oil,jacks_peanuts,jacks_rubber,jacks_saw_logs,jacks_soybeans,jacks_sugar,jacks_tea,jacks_tobacco,jacks_wool,jacks_indice_vp1975,jacks_indice_vp2019,jacks_indice_igual,jacks_sub_cultivados,jacks_sub_subsuelo,jacks_sub_subsuelo_sin_energia,gycpi_nominal,gycpi_metales_nominal,muv_g5,gycpi_real,gycpi_metales_real,cmo_petroleo_real2010,cmo_carbon_aus_real2010,cmo_gas_eeuu_real2010,cmo_gas_europa_real2010,cmo_cobre_real2010,cmo_hierro_real2010,cmo_aluminio_real2010,cmo_oro_real2010,cmo_estano_real2010,cmo_niquel_real2010,cmo_zinc_real2010,usgs_prod_mundial_aluminio_t,usgs_prod_mundial_bauxita_t,usgs_prod_mundial_cobre_t,usgs_prod_mundial_oro_t,usgs_prod_mundial_hierro_t,usgs_prod_mundial_plomo_t,usgs_prod_mundial_niquel_t,usgs_prod_mundial_fosfato_t,usgs_prod_mundial_plata_t,usgs_prod_mundial_estano_t,usgs_prod_mundial_zinc_t,mundo_oil_prod_twh,mundo_oil_cum_twh,mundo_gas_prod_twh,mundo_gas_cum_twh,mundo_coal_prod_twh,mundo_coal_cum_twh,mundo_gigantes_n,mundo_gigantes_eur_mbep,mundo_gigantes_eur_petroleo_mbep,mundo_gigantes_eur_cum_mbep
1907,0.7200000286102295,0.03659418527936501,19.675257779716937,87.22,100.18,87.08,106.99,97.94,63.23,114.6,145.99,123.14,116.29,129.48,115.25,122.96,59.04,110.38,108.78,178.88,80.58,88.8,114.08,118.25,87.21,96.2,116.98,122.13,187.34,89.35,187.18,76.11,106.37,71.07,113.18,115.85,106.61,126.82,111.94,131.7,72.81,70.41,68.96,102.65,111.68,105.25,100.37,108.14,107.48,103.21,95.45,22.757,36.699,15.356,148.19614482938266,238.98801771294606,,,,,,,,,,,,22000.0,269000.0,721000.0,623.0,135000000.0,993000.0,16300.0,4720000.0,5730.0,93800.0,738000.0,414.9,2518.1040000000003,129.754,814.377,7705.012,49846.899000000005,2.0,4044.0,4044.0,22201.047000000002
1908,0.7200000286102295,0.03528725009071082,20.403971030878534,91.26,96.48,87.39,103.84,98.28,66.59,120.13,126.91,163.01,123.22,132.6,126.03,80.09,65.18,74.46,87.7,104.66,82.3,83.89,89.92,95.2,97.1,87.37,121.51,75.84,151.94,91.26,128.21,69.57,75.51,70.12,110.54,107.62,91.26,108.92,92.32,166.01,76.05,82.55,65.23,111.02,97.78,107.53,100.55,99.45,113.76,101.83,85.98,20.427,24.245,14.232,143.52866779089376,170.35553681843734,,,,,,,,,,,,17000.0,243000.0,744000.0,668.0,109000000.0,1280000.0,14900.0,5380000.0,6320.0,106000.0,723000.0,448.534,2966.6380000000004,137.742,952.1189999999999,7322.571,57169.47,1.0,1469.0,1469.0,23670.047000000002
1909,0.699999988079071,0.035287250090748776,19.83719293169261,92.29,131.09,92.29,137.1,94.95,64.47,113.53,126.76,160.76,98.06,132.26,157.44,62.09,62.63,73.99,90.18,113.61,74.0,75.09,91.75,112.47,108.78,83.65,118.77,101.56,172.63,92.29,133.67,75.34,65.37,88.71,127.71,154.67,97.14,122.06,134.35,177.5,83.74,82.18,72.16,116.73,115.35,106.66,97.43,106.69,118.6,95.72,79.46,21.554,20.822,14.232,151.44744238336142,146.30410342889263,,,,,,,,,,,,30000.0,275000.0,828000.0,687.0,126000000.0,1060000.0,17000.0,4950000.0,6600.0,106000.0,775000.0,471.317,3437.9550000000004,145.729,1097.848,7651.541,64821.011,3.0,2646.077,2109.41,26316.124000000003
1910,0.6100000143051147,0.03659418527937505,16.66931534745545,88.08,110.39,88.01,155.89,95.18,65.75,87.86,131.81,134.99,93.75,127.9,137.28,60.27,55.24,69.55,90.0,114.66,70.87,78.5,100.86,94.33,97.34,92.52,101.19,78.29,160.78,88.38,153.23,75.42,58.92,104.5,144.36,159.09,113.18,114.04,156.93,160.78,108.02,84.95,71.18,109.85,102.6,100.16,90.4,104.45,116.85,84.87,80.97,22.63,21.026,14.232,159.0078695896571,147.7374929735807,,,,,,,,,,,,45000.0,356000.0,858000.0,689.0,142000000.0,1100000.0,23100.0,5430000.0,6900.0,105000.0,810000.0,512.639,3950.5940000000005,157.589,1255.437,8062.113,72883.124,0.0,0.0,0.0,26316.124000000003
1911,0.6100000143051147,0.03659418527937505,16.66931534745545,87.78,114.24,88.01,116.19,94.33,68.91,84.97,179.15,136.44,122.69,142.19,123.03,54.33,55.24,67.58,89.39,112.07,70.87,69.17,124.99,106.05,88.15,74.47,96.02,86.23,160.78,88.38,202.06,75.83,62.08,144.67,125.73,104.84,111.64,119.74,126.58,179.43,114.57,94.32,71.78,113.14,89.97,98.19,86.88,105.67,117.74,80.27,73.12,21.909,19.923,14.232,153.94182124789205,139.98735244519392,,,,,,,,,,,,46000.0,425000.0,890000.0,699.0,133000000.0,1110000.0,25200.0,5940000.0,7040.0,112000.0,895000.0,543.005,4493.599,165.965,1421.4019999999998,8205.712,81088.836,1.0,1380.884,1380.884,27697.008
1912,0.7400000095367432,0.037901120467798664,19.524488996716016,86.3,136.84,86.23,129.43,95.75,69.85,101.53,108.3,156.71,138.68,109.41,128.12,58.26,46.39,87.4,88.58,92.86,69.43,67.23,133.53,134.13,82.67,71.86,94.8,83.96,152.19,86.6,209.15,85.53,64.44,153.75,111.62,109.89,104.83,122.91,120.16,177.22,96.22,79.86,71.2,114.64,98.97,104.77,92.01,105.18,123.4,87.7,72.68,22.64,23.176,14.607,154.9941808721846,158.66365441226807,,,,,,,,,,,,58000.0,435000.0,1000000.0,705.0,151000000.0,1160000.0,27900.0,6730000.0,6980.0,122000.0,971000.0,551.75,5045.349,174.342,1595.744,8610.941,89699.777,1.0,500.0,500.0,28197.008
1913,0.949999988079071,0.03881597509982366,24.47445892151211,83.34,140.24,83.35,138.22,96.21,68.38,145.43,109.38,138.3,106.32,100.53,113.95,61.19,45.42,79.97,84.79,102.75,71.38,72.68,125.5,106.23,89.09,76.49,89.51,78.85,150.76,84.79,201.75,76.42,70.16,112.69,120.13,128.65,110.07,123.08,95.71,194.44,71.44,58.42,70.57,115.96,84.79,110.27,103.12,101.84,111.85,108.82,75.94,20.461,23.134,14.607,140.0766755665092,158.37612103785855,,,,,,,,,,,,65000.0,539000.0,996000.0,694.0,177000000.0,1150000.0,32200.0,7230000.0,7010.0,136000.0,939000.0,608.33,5653.679,182.718,1778.462,9226.507,98926.284,1.0,510.0,510.0,28707.008
1914,0.8100000023841858,0.03934304778524673,20.588135591466003,80.85,155.0,80.8,136.72,94.5,71.14,114.66,110.63,153.37,99.26,136.15,120.73,47.78,42.0,70.56,74.2,99.45,69.04,60.0,96.38,96.82,85.57,62.91,82.13,80.94,154.54,84.0,201.06,65.21,62.0,82.58,103.14,89.8,119.39,113.81,71.11,182.28,75.64,78.36,69.91,117.27,88.5,100.11,90.31,97.15,111.15,89.99,64.33,20.21,19.291,13.858,145.83634002020494,139.20479145619856,,,,,,,,,,,,69000.0,236000.0,938000.0,663.0,118000000.0,,30000.0,5420000.0,5240.0,128000.0,795000.0,626.59,6280.269,191.094,1969.556,8280.982,107207.266,2.0,2055.3199999999997,2055.3199999999997,30762.328
1915,0.6399999856948853,0.039738756586500355,16.1051839732776,171.99,183.81,184.5,115.94,90.81,71.57,94.22,106.78,159.21,100.02,139.45,154.88,87.15,49.25,89.2,89.31,105.89,68.68,68.0,107.88,248.43,109.65,65.08,68.67,116.26,142.58,83.57,208.85,72.35,83.08,75.93,97.05,173.49,124.63,110.53,71.66,188.67,88.06,97.75,67.31,122.16,105.96,104.42,94.17,113.34,125.43,85.16,75.4,24.468,31.321,14.232,171.9224283305228,220.07448004496914,,,,,,,,,,,,78000.0,321000.0,1060000.0,704.0,116000000.0,,39100.0,4120000.0,5730.0,129000.0,760000.0,672.563,6952.832,199.471,2169.027,8150.075,115357.341,2.0,1134.9,1134.9,31897.228000000003
1916,1.100000023841858,0.042739136918807145,25.737534801686845,171.55,182.34,175.38,144.92,97.1,65.02,174.22,151.13,165.88,84.51,171.03,149.13,142.01,60.11,128.53,120.1,164.19,64.4,117.84,111.27,220.1,58.14,78.13,63.51,583.38,123.44,76.5,338.29,89.49,64.66,86.83,133.06,240.59,163.77,118.46,77.73,175.43,84.39,118.13,61.61,116.68,114.77,135.31,132.93,138.76,130.2,139.99,119.0,31.933,50.327,17.603,181.40657842413225,285.9001306595467,,,,,,,,,,,,106000.0,701000.0,1420000.0,685.0,139000000.0,,45500.0,4830000.0,5250.0,128000.0,882000.0,721.49,7674.322,207.847,2376.8740000000003,8742.186,124099.527,2.0,2620.3770000000004,1417.044,34517.605
1917,1.559999942779541,0.05019229835505235,31.080464411977093,141.73,179.92,160.62,197.3,137.98,60.49,209.02,191.89,274.22,60.53,219.25,212.64,99.42,66.9,106.59,127.71,127.97,53.45,137.64,131.25,127.42,62.82,84.3,53.24,452.29,137.69,63.49,346.16,88.09,42.33,71.14,172.51,281.57,199.37,143.37,62.68,172.22,77.2,103.65,65.2,134.49,178.04,155.03,152.33,143.23,146.62,162.74,127.17,39.396,45.271,20.974,187.83255459139886,215.8434251930962,,,,,,,,,,,,123000.0,1030000.0,1430000.0,631.0,142000000.0,,46200.0,4710000.0,5420.0,135000.0,901000.0,797.539,8471.861,216.223,2593.097,9104.161,133203.688,1.0,500.0,500.0,35017.605
1918,1.9800000190734863,0.058952310637667364,33.58647010874537,162.15,117.6,173.14,187.82,134.09,61.57,215.3,126.29,226.33,58.67,160.75,169.89,55.54,113.89,82.23,91.65,171.13,44.42,97.02,160.44,97.14,57.51,79.58,49.68,376.79,120.54,54.05,303.63,85.0,41.51,64.14,182.0,243.04,154.55,113.33,41.85,165.56,93.88,80.98,64.93,190.06,175.68,144.05,139.85,129.65,136.15,151.3,94.27,42.028,35.121,25.468,165.02277367677084,137.90246583948485,,,,,,,,,,,,128000.0,818000.0,1430000.0,578.0,127000000.0,,47600.0,4190000.0,6140.0,128000.0,849000.0,791.817,9263.678,224.6,2817.697,8941.474,142145.16199999998,1.0,500.0,500.0,35517.605
1919,2.009999990463257,0.06768447500967692,29.696617875456447,175.04,178.25,180.83,167.81,112.65,54.16,196.27,143.35,197.93,54.87,136.18,167.82,46.19,60.5,54.32,62.02,163.6,37.73,71.02,99.67,74.92,74.66,64.07,67.89,162.57,72.05,47.05,285.9,97.01,52.09,102.15,175.94,213.52,148.6,142.67,32.63,164.62,69.15,84.13,54.25,184.5,149.57,130.98,122.64,116.19,131.71,130.32,70.25,39.208,30.853,26.966,145.39790847734182,114.41444782318474,,,,,,,,,,,,121000.0,569000.0,994000.0,550.0,110000000.0,764000.0,23100.0,4150000.0,5490.0,123000.0,719000.0,901.779,10165.457,232.976,3050.6730000000002,7583.658,149728.81999999998,2.0,2419.7219999999998,2419.7219999999998,37937.327000000005
1920,3.069999933242798,0.07840220105851332,39.15706308999652,97.73,113.71,120.82,108.92,146.46,52.29,253.39,84.73,152.78,55.73,118.37,146.81,38.01,29.74,43.8,73.99,100.2,34.19,75.43,65.58,70.97,62.5,71.56,69.13,118.7,81.4,40.62,238.83,41.06,32.88,59.29,119.61,71.71,89.79,61.58,30.01,169.82,72.11,171.52,37.52,245.67,116.07,133.92,132.63,94.88,106.0,159.5,71.23,41.951,29.684,28.839,145.4662089531537,102.93005998821042,,,,,,,,,,,,125000.0,901000.0,959000.0,507.0,124000000.0,804000.0,35700.0,6870000.0,5390.0,126000.0,682000.0,1155.382,11320.839,241.352,3292.025,8691.727,158420.547,2.0,1819.849,1819.849,39757.17600000001
1921,1.7300000190734863,0.0700355561469871,24.70173886308048,84.43,49.51,102.32,71.83,126.37,62.97,129.88,53.52,69.38,71.43,75.7,95.4,29.48,20.3,35.11,47.24,36.4,38.28,53.38,45.51,48.27,71.3,58.05,75.24,90.67,81.79,45.47,180.91,46.53,21.11,39.8,87.93,91.26,55.85,55.74,12.84,143.15,46.87,49.81,36.48,209.16,69.04,86.27,84.31,69.42,77.15,94.63,52.79,21.356,20.219,24.345,87.72232491271309,83.05196138837545,,,,,,,,,,,,70000.0,318000.0,558000.0,498.0,73000000.0,783000.0,10400.0,5430000.0,5330.0,110000.0,464000.0,1250.841,12571.68,249.729,3541.754,7258.013,165678.56,1.0,1124.558,1124.558,40881.734000000004
1922,1.6100000143051147,0.06560694080525377,24.540086682050976,53.51,70.47,57.59,84.62,140.95,74.06,146.29,59.51,78.54,84.33,60.75,93.54,27.76,22.54,40.11,63.64,68.45,36.98,51.25,52.84,63.24,50.61,68.57,58.68,46.84,80.32,48.54,251.22,48.16,26.58,60.93,118.39,101.76,63.01,84.55,14.53,151.6,48.51,48.02,54.56,189.91,108.35,93.01,90.31,75.11,81.59,103.48,52.18,21.91,19.919,21.723,100.86083874234684,91.69543801500714,,,,,,,,,,,,87000.0,701000.0,884000.0,481.0,104000000.0,972000.0,11800.0,5940000.0,6530.0,127000.0,730000.0,1396.228,13967.908,266.586,3808.34,7660.614,173339.174,1.0,581.195,581.195,41462.929000000004
1923,1.340000033378601,0.06678309391854585,20.064958880356386,56.96,59.09,89.11,68.11,122.88,66.14,133.33,63.97,101.93,78.65,55.21,78.94,37.04,23.84,42.47,79.33,86.85,34.42,69.01,68.05,71.8,62.44,69.8,51.14,46.45,77.43,47.69,294.64,47.83,21.57,66.67,148.11,135.49,63.57,98.45,24.33,148.55,48.19,84.76,68.57,176.24,120.08,92.36,90.99,80.69,82.51,101.39,65.59,26.407,24.587,21.723,121.56239930028082,113.18418266353636,,,,,,,,,,,,141000.0,1200000.0,1270000.0,554.0,136000000.0,1080000.0,31100.0,7120000.0,7650.0,130000.0,889000.0,1651.332,15619.24,312.346,4120.686,8922.942,182262.116,0.0,0.0,0.0,41462.929000000004
1924,1.4299999475479126,0.06692020206688161,21.368733258138363,57.03,56.02,111.54,77.14,100.7,59.42,139.17,86.78,119.28,85.39,89.79,98.46,39.31,24.65,38.28,88.23,73.51,28.6,65.05,79.9,68.75,56.23,57.33,47.34,43.69,78.28,47.6,299.88,50.83,21.54,97.48,143.62,109.32,68.49,89.06,21.41,172.41,53.55,64.25,69.97,163.85,119.87,94.67,90.97,82.45,88.82,100.03,61.57,26.521,25.066,21.723,122.08718869401096,115.38921880034987,,,,,,,,,,,,168000.0,1160000.0,1360000.0,592.0,130000000.0,1220000.0,35300.0,7780000.0,7450.0,142000.0,986000.0,1646.668,17265.908,358.107,4478.793,8688.874,190950.99000000002,0.0,0.0,0.0,41462.929000000004
