year,finanzas__us_ltrate,finanzas__us_strate,finanzas__us_policy_rate,finanzas__us_infl,finanzas__us_real_ltrate,finanzas__us_real_strate,finanzas__us_reer,finanzas__us_debt_gdp,finanzas__share_bank_onset,finanzas__share_bank_onset_gdpw,finanzas__share_currency_onset,finanzas__share_currency_onset_gdpw,finanzas__share_sovdebt_onset,finanzas__share_sovdebt_onset_gdpw,finanzas__share_bank_active_lv,finanzas__share_bank_active_lv_gdpw,finanzas__world_debt_gdp_gdpw,finanzas__world_debt_gdp_median,finanzas__world_r_minus_g_median,finanzas__world_r_minus_g_eff_median,finanzas__n_countries_debt,finanzas__usd_index_major,finanzas__usd_index_broad,recursos__petroleo_precio_nominal_usd_bbl,recursos__deflactor_eeuu_2019,recursos__petroleo_precio_real_usd2019_bbl,recursos__jacks_beef,recursos__jacks_hides,recursos__jacks_lamb,recursos__jacks_pork,recursos__jacks_coal,recursos__jacks_natural_gas,recursos__jacks_petroleum,recursos__jacks_barley,recursos__jacks_corn,recursos__jacks_rice,recursos__jacks_rye,recursos__jacks_wheat,recursos__jacks_aluminum,recursos__jacks_chromium,recursos__jacks_copper,recursos__jacks_lead,recursos__jacks_manganese,recursos__jacks_nickel,recursos__jacks_steel,recursos__jacks_tin,recursos__jacks_zinc,recursos__jacks_bauxite,recursos__jacks_iron_ore,recursos__jacks_phosphate,recursos__jacks_potash,recursos__jacks_sulfur,recursos__jacks_gold,recursos__jacks_platinum,recursos__jacks_silver,recursos__jacks_cocoa,recursos__jacks_coffee,recursos__jacks_cotton,recursos__jacks_cottonseed,recursos__jacks_palm_oil,recursos__jacks_peanuts,recursos__jacks_rubber,recursos__jacks_saw_logs,recursos__jacks_soybeans,recursos__jacks_sugar,recursos__jacks_tea,recursos__jacks_tobacco,recursos__jacks_wool,recursos__jacks_indice_vp1975,recursos__jacks_indice_vp2019,recursos__jacks_indice_igual,recursos__jacks_sub_cultivados,recursos__jacks_sub_subsuelo,recursos__jacks_sub_subsuelo_sin_energia,recursos__gycpi_nominal,recursos__gycpi_metales_nominal,recursos__muv_g5,recursos__gycpi_real,recursos__gycpi_metales_real,recursos__cmo_petroleo_real2010,recursos__cmo_carbon_aus_real2010,recursos__cmo_gas_eeuu_real2010,recursos__cmo_gas_europa_real2010,recursos__cmo_cobre_real2010,recursos__cmo_hierro_real2010,recursos__cmo_aluminio_real2010,recursos__cmo_oro_real2010,recursos__cmo_estano_real2010,recursos__cmo_niquel_real2010,recursos__cmo_zinc_real2010,recursos__usgs_prod_mundial_aluminio_t,recursos__usgs_prod_mundial_bauxita_t,recursos__usgs_prod_mundial_cobre_t,recursos__usgs_prod_mundial_oro_t,recursos__usgs_prod_mundial_hierro_t,recursos__usgs_prod_mundial_plomo_t,recursos__usgs_prod_mundial_niquel_t,recursos__usgs_prod_mundial_fosfato_t,recursos__usgs_prod_mundial_plata_t,recursos__usgs_prod_mundial_estano_t,recursos__usgs_prod_mundial_zinc_t,recursos__mundo_oil_prod_twh,recursos__mundo_oil_cum_twh,recursos__mundo_gas_prod_twh,recursos__mundo_gas_cum_twh,recursos__mundo_coal_prod_twh,recursos__mundo_coal_cum_twh,recursos__mundo_gigantes_n,recursos__mundo_gigantes_eur_mbep,recursos__mundo_gigantes_eur_petroleo_mbep,recursos__mundo_gigantes_eur_cum_mbep,geopolitica__cinc_share_usa,geopolitica__cinc_share_rus,geopolitica__cinc_share_chn,geopolitica__cinc_top1_iso,geopolitica__cinc_top1_share,geopolitica__cinc_top2_share,geopolitica__cinc_lead_ratio,geopolitica__cinc_hhi,geopolitica__cinc_con,geopolitica__chn_usa_cinc_ratio,geopolitica__n_poles_10pct,geopolitica__gdp_share_usa,geopolitica__gdp_share_chn,geopolitica__gdp_share_rus,geopolitica__chn_usa_gdp_ratio,geopolitica__cold_war,geopolitica__bipolar,geopolitica__n_states,geopolitica__share_democracies_row,geopolitica__mean_polyarchy,geopolitica__coups_world,geopolitica__coups_success_world,geopolitica__dem_transitions_world,geopolitica__dem_breakdowns_world,geopolitica__mid_onsets_world,geopolitica__states_in_interstate_conflict,geopolitica__states_sanctioned,geopolitica__n_major_powers,geopolitica__mean_oda_gni,clima__gmst_hadcrut5,clima__gmst_gistemp,clima__gmst_preind,clima__co2_ppm_mlo,clima__co2_ppm_icecore,clima__co2_ppm,clima__co2_mt,clima__co2_pc,clima__co2_per_gdp,clima__co2_incl_luc_mt,clima__co2_luc_mt,clima__co2_coal_mt,clima__co2_oil_mt,clima__co2_gas_mt,clima__co2_cement_mt,clima__co2_flaring_mt,clima__co2_cons_mt,clima__co2_cons_pc,clima__co2_trade_mt,clima__co2_trade_share,clima__co2_cum_mt,clima__co2_cum_incl_luc_mt,clima__co2_cum_luc_mt,clima__co2_share_world,clima__co2_cum_share_world,clima__ch4_mtco2e,clima__n2o_mtco2e,clima__ghg_mtco2e,clima__ghg_excl_lucf_mtco2e,clima__ghg_pc,clima__dT_from_ghg,clima__dT_from_co2,clima__dT_share_world,clima__primary_energy_twh,clima__coal_prod_twh,clima__oil_prod_twh,clima__gas_prod_twh,clima__fossil_cons_twh,clima__fossil_share_energy,clima__fossil_prod_twh,clima__world_dis_n_total,clima__world_dis_n_climate,clima__world_dis_n_flood,clima__world_dis_n_storm,clima__world_dis_n_drought,clima__world_dis_n_extreme_temp,clima__world_dis_n_wildfire,clima__world_dis_n_geo,clima__world_dis_deaths,clima__world_dis_deaths_climate,clima__world_dis_affected,clima__world_dis_damage_kusd,clima__world_dis_damage_climate_kusd,clima__ef_cons_pc_2025ed,clima__biocap_pc_2025ed,clima__overshoot_ratio,clima__lpi,clima__lpi_hi,clima__lpi_lo,clima__material_footprint_t_sum,clima__co2_gtc,clima__co2_cum_incl_luc_gtco2
2007,0.046319,0.0441,0.0425,0.0287055,0.017122,0.0149649,95.4382,0.64585,0.0124224,0.240197,0.00625,0.0677993,0.00625,2.68431e-05,0.00851064,0.280412,0.622972,0.34232,-0.028396,-0.0607497,192.0,77.9562,93.81,72.38907623291016,0.8110152909844307,89.2573506783608,141.56,37.08,287.78,14.7,188.5,352.89,518.71,69.3,35.52,20.2,39.26,34.51,12.39,140.91,81.02,108.58,255.65,126.67,90.08,95.98,142.83,32.66,99.23,29.36,15.04,13.27,132.33,270.68,81.14,22.0,51.74,26.41,36.41,35.59,32.07,7.5,450.23,16.78,14.62,25.03,65.09,22.61,182.82,226.01,101.76,54.97,299.97,88.01,177.004,311.703,189.732,93.2915902430797,164.2859401682373,74.52222467784,68.88098606308,7.31630586503,8.96468615739,7459.10719899403,128.87718746725,2764.51762199169,730.085140941,15232.98176674,39012.6865241538,3397.62923958224,37900000.0,221000000.0,15500000.0,2350.0,1680000000.0,3710000.0,1740000.0,160000000.0,20800.0,301000.0,11100000.0,46004.738,1765390.3449999995,29275.635,839453.033,38453.008,1653006.404999999,8.0,17620.0,6370.0,2603678.307,0.1490436833024004,0.04088265818405,0.1849410971858245,CHN,0.1849410971858245,0.1490436833024004,1.2408516287844986,0.0709443745917743,0.2571099827105899,1.2408516287844986,2.0,0.1961178875368941,0.1398703532638785,0.0305913088910156,0.7131952878982841,0.0,0.0,196.0,0.4642857142857143,0.5202857142857144,0.0,0.0,2.0,4.0,39.0,0.0,52.0,7.0,6.476598901047671,0.5855,0.6658,0.942856862745098,384.02,383.79,384.02,31499.256,4.662,,37092.461,5593.206,12724.451,11184.312,5736.637,1126.199,342.25,31499.254,4.662,-0.002,-0.0,1245230.25,2052546.75,811889.562,100.0,100.0,8108.338,2612.956,46734.879,35622.355,6.916,1.288,0.91,100.0,135617.984,38453.008,46004.738,29275.635,117667.508,87.204,113733.381,443.0,381.0,215.0,103.0,11.0,25.0,17.0,27.0,22391.0,16118.0,212851808.0,109690744.0,87688523.0,2.75642954935567,1.69991971003379,1.6215057294093491,40.1428042,47.3578765,34.1396352,73114110776.315,8.596958515283843,2052.54675
2008,0.036504,0.0146,0.00125,0.0381495,-0.00158506,-0.0226841,91.3892,0.73431,0.154321,0.301273,0.025,0.0235253,0.01875,0.00104145,0.102128,0.50467,0.639379,0.338955,-0.0213521,-0.0633929,192.0,74.4655,90.8801,97.25597381591795,0.842154629526453,115.48469889740484,163.64,31.66,292.59,14.38,354.66,431.68,688.01,77.62,46.64,38.74,47.69,37.82,11.65,235.62,76.19,84.87,351.27,69.45,139.32,117.75,79.78,26.62,120.18,131.95,33.79,10.26,159.44,314.52,87.5,27.96,56.37,28.69,51.35,43.77,39.63,8.26,472.92,22.02,17.88,28.65,67.86,20.19,245.48,305.39,122.88,65.11,410.75,127.09,194.575,290.844,202.444,96.11299915038232,143.666396633143,94.32116479477,123.60611365036,8.61344200209,13.03769976336,6764.44601121592,151.70021718694,2501.98304645207,847.71686278324,18000.6720639243,20529.6555804078,1823.1145255924,39700000.0,224000000.0,15600000.0,2300.0,1730000000.0,3880000.0,1630000.0,166000000.0,21300.0,258000.0,11900000.0,46497.789,1811888.134,30327.17,869780.2030000001,39718.609,1692725.0139999993,17.0,20219.667,18469.667,2623897.974,0.1465733387597357,0.0406140399735083,0.1894114345701569,CHN,0.1894114345701569,0.1465733387597357,1.2922639012859072,0.0717788798727823,0.2587845513495751,1.2922639012859072,2.0,0.1902674538922448,0.1459743227128869,0.031075842051142,0.7672059499758552,0.0,0.0,196.0,0.4642857142857143,0.5239942857142856,3.0,2.0,2.0,2.0,54.0,2.0,51.0,7.0,6.170884533115565,0.4592,0.545,0.8165568627450981,385.83,385.6,385.83,32049.66,4.683,,38000.68,5951.02,13149.669,11143.34,5905.5,1137.397,333.686,32049.66,4.683,0.0,0.0,1277279.875,2090547.5,817840.562,100.0,100.0,8177.437,2582.949,47666.078,36193.508,6.964,1.309,0.927,100.0,137229.406,39718.609,46497.789,30327.17,118540.047,86.853,116543.56799999998,389.0,316.0,163.0,110.0,16.0,10.0,5.0,32.0,241993.0,147267.0,221831943.0,270125962.0,148705226.0,2.74202898891586,1.69747439731958,1.6153580833064098,38.7193914,45.7816396,32.8353591,74463757064.013,8.747177947598253,2090.5475
2009,0.032498,0.0016,0.00125,-0.00320358,0.0358163,0.00481901,95.2605,0.86598,0.00617284,0.00444936,0.03125,0.00367814,0.0,0.0,0.102128,0.487916,0.731359,0.36599,0.0624937,0.0322972,193.0,77.6627,96.7509,61.6712646484375,0.8391584313940414,73.49180123947141,138.55,22.26,252.73,12.45,193.42,193.01,427.58,49.88,34.72,33.19,37.34,25.99,7.57,137.54,56.7,69.96,183.95,48.37,108.16,87.05,70.44,30.15,150.47,121.51,41.53,6.63,178.6,241.24,85.74,31.46,58.21,25.28,35.42,31.22,28.07,6.15,466.33,17.94,25.43,32.36,80.37,17.46,163.38,199.42,92.92,57.21,260.65,103.58,163.481,219.018,191.039,85.57467323426107,114.64570061610458,64.02334876167,74.48078650909,4.09526401272,9.02964959569,5338.72961158339,82.91433409358,1725.92732738959,1008.67293869652,14072.0266604465,15192.4419448476,1715.85570875665,37200000.0,209000000.0,16000000.0,2490.0,1710000000.0,3780000.0,1410000.0,162000000.0,22300.0,237000.0,11600000.0,45339.039,1857227.173,29408.004,899188.207,39704.273,1732429.2869999993,12.0,16045.004,10616.667,2639942.978,0.1452960207948738,0.039154446625468,0.2071214108082373,CHN,0.2071214108082373,0.1452960207948738,1.4255133050109297,0.0781805385061877,0.2709322274413352,1.4255133050109297,2.0,0.1837224851859938,0.1528453133942434,0.0312627216579318,0.8319358038266709,0.0,0.0,196.0,0.4642857142857143,0.5262,2.0,2.0,3.0,3.0,43.0,0.0,51.0,7.0,6.3362268391936105,0.59,0.6567,0.947356862745098,387.64,387.43,387.64,31513.014,4.546,,38047.828,6534.817,13003.172,10899.597,5765.684,1170.606,328.636,31513.012,4.546,-0.002,-0.0,1308793.0,2128595.5,824375.375,100.0,100.0,8124.256,2552.738,47682.02,35619.578,6.878,1.33,0.943,100.0,135033.219,39704.273,45339.039,29408.004,116256.578,86.565,114451.316,387.0,317.0,151.0,86.0,18.0,25.0,9.0,25.0,16038.0,9208.0,201811795.0,66414076.0,57845325.0,2.613876272342082,1.66954654457083,1.5656204858990617,36.877125,43.7304842,31.1678583,74852465298.2302,8.600713427947598,2128.5955
2010,0.031975,0.00134167,0.00125,0.0163657,0.015358,-0.0147821,90.9874,0.95162,0.0,0.0,0.00625,3.34197e-14,0.0125,0.000549793,0.0635593,0.289651,0.747124,0.37311,-0.00910961,-0.0351618,193.0,75.3853,93.0541,79.49553680419922,0.8529229499619422,93.20365550926536,170.73,35.15,246.53,16.35,265.59,211.04,541.94,60.54,38.37,28.76,37.48,31.59,9.7,170.91,81.43,86.0,209.0,70.74,111.44,128.23,90.28,29.27,160.28,56.52,24.3,26.93,221.17,317.49,116.09,33.57,78.03,41.1,34.4,38.66,30.32,11.52,444.37,18.62,29.36,33.72,80.9,23.01,197.35,241.22,106.94,61.94,321.42,108.37,204.535,306.068,195.844,104.4377157329303,156.28153019750414,79.04077178472,98.96604166667,4.38525376984,8.2875,7534.77958333333,145.86318542569,2173.117,1224.66425,20405.62325,21808.8524166667,2160.74325,41800000.0,239000000.0,16100000.0,2590.0,1870000000.0,4160000.0,1710000.0,183000000.0,23300.0,266000.0,12300000.0,46236.66,1903463.833,31447.281,930635.488,41832.457,1774261.7439999992,14.0,32118.467,15500.0,2672061.4450000003,0.1470808179022063,0.0389584505347294,0.208539921146423,CHN,0.208539921146423,0.1470808179022063,1.4178594062828829,0.0791342234582413,0.2726956145433688,1.4178594062828829,2.0,0.1766597867269612,0.1573111630333747,0.031287722683533,0.8904752232974729,0.0,0.0,196.0,0.4744897959183674,0.5272857142857144,3.0,1.0,3.0,1.0,36.0,0.0,51.0,7.0,6.702644608667067,0.6736,0.725,1.030956862745098,390.1,389.9,390.1,33317.672,4.745,0.371,39835.5,6517.829,13918.224,11253.694,6205.78,1251.813,339.741,33317.676,4.745,0.004,0.0,1342110.5,2168430.75,830893.25,100.0,100.0,8257.109,2617.387,49602.09,37505.77,7.064,1.351,0.961,100.0,141602.047,41832.457,46236.66,31447.281,121801.43,86.51,119516.398,429.0,359.0,184.0,92.0,17.0,27.0,7.0,28.0,330148.0,90958.0,259962169.0,185057916.0,118961936.0,2.7538365654681507,1.65942447620893,1.659513045004302,35.1531515,41.8612842,29.5962132,79166602108.4249,9.093251091703056,2168.43075
2011,0.027636,0.000575,0.00125,0.0313965,-0.00364605,-0.0298833,86.4457,0.99498,0.00617284,0.000342084,0.0,0.0,0.0,0.0,0.0635593,0.26895,0.750671,0.36339,-0.0186483,-0.0343798,192.0,70.8683,88.7767,111.25559997558594,0.879845706796973,126.44898885806406,197.39,38.83,244.67,18.96,322.59,186.49,628.74,76.79,58.36,30.97,56.05,38.12,10.39,168.21,92.4,93.16,255.47,72.03,119.51,159.0,88.95,31.63,177.69,85.09,27.86,59.5,274.73,328.76,196.71,30.95,104.63,58.08,62.58,47.94,44.64,14.74,604.75,21.71,34.76,33.09,81.18,32.7,228.73,276.82,126.45,75.16,369.43,119.03,254.44,367.429,211.988,120.0256618299149,173.32537690812686,93.66840555253,109.37349903939,3.60102535428,9.46956051873,7950.4570425072,151.0754382805,2162.6320845341,1413.19419428434,23463.3240273775,20632.5258165226,1975.77487091739,46800000.0,254000000.0,16100000.0,2680.0,2030000000.0,4750000.0,2340000.0,200000000.0,23300.0,268000.0,12500000.0,46622.32,1950086.153,32640.678,963276.166,44787.504,1819049.2479999992,5.0,6850.0,1350.0,2678911.4450000003,0.1423182388257639,0.0396973651212597,0.2134074587789259,CHN,0.2134074587789259,0.1423182388257639,1.4995088510067525,0.0799344457687709,0.2742113050534668,1.4995088510067525,2.0,0.1712032483389166,0.1617175730372244,0.0325524110292289,0.9445940693665212,0.0,0.0,197.0,0.4720812182741117,0.5305397727272727,2.0,1.0,1.0,1.0,,2.0,59.0,7.0,6.556742910084562,0.5326,0.6075,0.889956862745098,391.85,391.65,391.85,34479.988,4.849,,40872.547,6392.556,14704.223,11310.148,6389.33,1344.747,356.251,34479.988,4.849,0.0,0.0,1376590.625,2209303.5,837285.75,100.0,100.0,8498.255,2703.093,50934.176,38830.555,7.163,1.374,0.979,100.0,144913.297,44787.504,46622.32,32640.678,124911.508,86.683,124050.502,353.0,290.0,153.0,82.0,16.0,15.0,8.0,36.0,34124.0,10001.0,212774526.0,493201844.0,181097721.0,2.79651739048731,1.64959244207045,1.6952777662931835,33.4410414,40.0057175,28.0500189,84201582744.05899,9.410477074235809,2209.3035
2012,0.017878,0.000875,0.00125,0.0207319,-0.00279594,-0.0194536,88.5942,1.03065,0.0,0.0,0.025,0.00298528,0.01875,0.00328957,0.0550847,0.0486589,0.793003,0.37475,-0.00707398,-0.0201792,194.0,73.5943,91.6361,111.6697006225586,0.8980536732471747,124.34635473265676,199.5,38.58,162.83,17.27,250.06,125.7,610.2,86.62,58.49,31.46,54.28,38.58,8.58,149.16,81.66,78.46,212.17,54.04,112.0,126.23,77.4,27.39,133.36,94.27,32.34,45.04,286.37,290.51,170.36,24.34,70.52,33.63,56.22,41.07,56.71,10.11,546.98,23.56,28.22,32.17,76.29,32.25,215.55,258.79,111.55,71.04,347.97,108.77,,,,,,95.2641103918,87.42099851825,2.49663582207,10.40853971998,7223.39386992585,116.57073929595,1835.51047159843,1514.57649157821,19165.3764036392,15919.0293463928,1769.40352740269,49300000.0,253000000.0,16700000.0,2740.0,2070000000.0,5080000.0,2570000.0,216000000.0,24300.0,254000.0,13300000.0,47892.43,1997978.583,33416.98,996693.146,45246.113,1864295.360999999,11.0,14650.0,850.0,2693561.4450000003,0.1380699891726634,0.0393868329726292,0.2189670225971098,CHN,0.2189670225971098,0.1380699891726634,1.585913230740394,0.0810590081800127,0.2762647262026538,1.585913230740394,2.0,0.1672342090264209,0.1665666082819387,0.0329962948920082,0.9960079893439936,0.0,0.0,197.0,0.4771573604060913,0.5318124999999999,6.0,3.0,3.0,2.0,,2.0,64.0,7.0,5.932950901465755,0.5715,0.6467,0.928856862745098,394.06,393.85,394.06,34954.734,4.854,,41636.855,6682.122,14867.802,11432.716,6523.143,1377.354,374.059,34954.734,4.854,0.0,0.0,1411545.25,2250940.25,843967.875,100.0,100.0,8568.392,2717.485,51787.148,39379.574,7.191,1.397,0.997,100.0,147002.422,45246.113,47892.43,33416.98,126707.328,86.681,126555.52300000002,371.0,318.0,136.0,91.0,21.0,51.0,6.0,29.0,11616.0,9005.0,123480831.0,208030033.0,183429875.0,2.770147284749966,1.61766039428314,1.7124405682056314,32.3710899,38.8422426,27.0858778,87155724199.983,9.54004748908297,2250.94025
2013,0.023355,0.000591667,0.00125,0.0146597,0.00856965,-0.0138648,88.7635,1.04343,0.0,0.0,0.01875,0.035688,0.00625,0.000317096,0.00423729,0.000307255,0.779646,0.40056,-0.00914949,-0.0191975,194.0,75.921,92.7611,108.65851593017578,0.9112080000286856,119.24666588392014,192.98,43.31,167.65,17.79,216.0,167.81,625.56,71.86,50.11,27.86,55.52,35.62,7.72,134.9,74.13,80.18,165.16,45.63,103.36,131.31,74.72,26.29,138.41,63.46,27.05,24.69,238.61,274.44,128.61,24.46,52.0,33.57,53.11,33.78,34.65,8.24,456.73,21.5,22.84,31.31,80.2,29.42,213.1,256.3,102.2,64.39,349.36,99.84,,,,,,94.83143279962,77.04981247463,3.39315110099,10.73880030372,6680.72936445054,123.33593488996,1682.61409425971,1286.07043439102,20303.2315595363,13696.3985277155,1740.55259259355,52200000.0,296000000.0,18400000.0,2960.0,2230000000.0,4930000.0,2610000.0,232000000.0,26700.0,322000.0,13200000.0,47965.855,2045944.438,33702.988,1030396.134,45969.586,1910264.946999999,4.0,4100.0,2200.0,2697661.4450000003,0.1317713789704891,0.0387709212504396,0.2267569411426538,CHN,0.2267569411426538,0.1317713789704891,1.7208360640548297,0.0828003138197121,0.2794145314506622,1.7208360640548297,2.0,0.1664808357812798,0.1725833317413593,0.0319726292989016,1.0366558464909252,0.0,0.0,197.0,0.467005076142132,0.5277613636363636,1.0,1.0,2.0,4.0,,2.0,66.0,7.0,5.903832624376024,0.6186,0.6775,0.975956862745098,396.74,396.52,396.74,35275.82,4.838,,41595.344,6319.521,14953.153,11516.626,6573.116,1441.334,382.017,35275.816,4.838,-0.004,-0.0,1446821.125,2292535.5,850287.438,100.0,100.0,8520.598,2700.372,51689.281,39676.91,7.089,1.42,1.015,100.0,149599.734,45969.586,47965.855,33702.988,128401.547,86.35,127638.429,352.0,296.0,148.0,105.0,9.0,14.0,10.0,33.0,22201.0,20501.0,99385790.0,157783712.0,145805473.0,2.7866034573901395,1.62108816969612,1.718970941545086,31.7382643,38.1353535,26.500441,90327218264.589,9.627680131004366,2292.5355
2014,0.025302,0.00035,0.00125,0.0161546,0.00900195,-0.0155534,90.2553,1.04242,0.0248447,0.00481371,0.01875,0.0289237,0.00625,0.00729344,0.0211864,0.00486675,0.784761,0.415266,-0.00867641,-0.0197251,194.0,78.3729,95.5876,98.94600677490234,0.925989825577136,106.85431312728826,232.32,49.67,212.6,20.79,184.86,194.62,585.21,46.66,36.67,22.92,53.12,31.06,7.68,154.36,68.29,77.27,159.73,50.47,105.28,127.0,83.19,26.74,98.0,54.61,19.99,28.31,210.53,251.36,101.2,30.22,73.53,30.37,43.82,31.97,28.33,5.67,415.02,18.6,21.61,29.29,85.83,26.51,202.67,244.37,98.46,65.78,328.09,97.16,,,,,,88.90069284065,64.78521939954,4.03648190916,9.28560431101,6340.32101616628,89.56347540066,1725.09930715935,1169.1247113164,20229.9045419554,15605.8899153195,1996.2779060816,54100000.0,258000000.0,18600000.0,3040.0,2370000000.0,4630000.0,2130000.0,235000000.0,28000.0,322000.0,13500000.0,49090.754,2095035.192,34451.488,1064847.622,45840.074,1956105.020999999,8.0,9181.0,6601.0,2706842.4450000003,0.1285183271781647,0.0389222521428542,0.2271083160170422,CHN,0.2271083160170422,0.1285183271781647,1.7671278564200603,0.0823953334769369,0.2786851494347661,1.7671278564200603,2.0,0.1649033561229116,0.1789953059640051,0.0308260336653273,1.085455809829546,0.0,0.0,197.0,0.467005076142132,0.5279488636363636,4.0,3.0,2.0,2.0,,2.0,70.0,7.0,5.754703935870976,0.6679,0.7492,1.0252568627450982,398.81,398.65,398.81,35465.695,4.805,,41875.609,6409.911,15014.883,11561.832,6604.976,1492.451,383.772,35465.695,4.805,0.0,0.0,1482286.875,2334411.25,856697.312,100.0,100.0,8601.788,2733.968,52086.367,39923.324,7.056,1.443,1.033,100.0,151239.172,45840.074,49090.754,34451.488,129225.125,85.966,129382.316,342.0,289.0,136.0,99.0,18.0,17.0,4.0,31.0,20889.0,7093.0,142763712.0,126225432.0,116744697.0,2.740677447187331,1.60754409974315,1.7048847665362528,31.6690208,38.071988000000005,26.3834578,91743938407.672,9.679501910480347,2334.41125
2015,0.021316,0.000525,0.00375,0.00121137,0.0200803,-0.000685542,100.0,1.04661,0.0,0.0,0.08125,0.0357441,0.0125,0.0012565,0.0337553,0.00510721,0.797648,0.44695,-0.0106749,-0.0110867,194.0,90.9802,108.17,52.38676071166992,0.9270883007827176,56.506764962346175,209.47,39.37,162.67,13.72,149.27,116.45,305.78,35.27,32.23,20.89,44.56,26.11,6.84,158.96,54.77,65.85,149.09,35.4,94.15,93.06,74.27,23.79,56.42,59.41,19.93,30.94,192.85,191.11,83.32,30.9,58.59,25.71,46.05,25.29,29.34,4.56,361.58,15.03,17.05,29.86,84.31,24.04,127.09,154.59,78.53,57.21,191.11,84.51,,,,,,51.85733910062,60.2218929873,2.67059194169,6.96963633222,5630.38384251218,57.06975239263,1700.91022104152,1185.92350396785,16416.2988317837,12120.8082149791,1973.71853819693,57800000.0,294000000.0,19300000.0,3100.0,2370000000.0,4940000.0,2110000.0,261000000.0,27600.0,307000.0,13300000.0,50735.289,2145770.481,35151.949,1099999.571,44567.742,2000672.762999999,3.0,11000.0,3200.0,2717842.4450000003,0.131376477251341,0.0362977163790284,0.2282970164644222,CHN,0.2282970164644222,0.131376477251341,1.737731298942192,0.0835632379686584,0.2807834345780486,1.737731298942192,2.0,0.1612688439175987,0.1903896592751265,0.0293142225746447,1.1805731017232766,0.0,0.0,197.0,0.4771573604060913,0.5266704545454547,2.0,0.0,3.0,1.0,,2.0,69.0,7.0,5.953328521210295,0.818,0.8967,1.175356862745098,401.01,400.83,401.01,35403.527,4.739,0.331,41916.152,6512.625,14655.017,11770.022,6728.989,1440.666,381.194,35403.531,4.739,0.004,0.0,1517690.375,2376327.25,863210.0,100.0,100.0,8616.349,2741.356,52119.312,39824.973,6.977,1.466,1.052,100.0,152357.625,44567.742,50735.289,35151.949,129769.422,85.694,130454.97999999998,401.0,355.0,161.0,120.0,29.0,12.0,13.0,30.0,24340.0,13331.0,431876955.0,112649041.0,104128479.0,2.6877657756073714,1.5899568005391,1.690464655829669,31.6275314,38.0687196,26.2812118,91565211490.417,9.662534661572051,2376.32725
2016,0.018329,0.003175,0.00625,0.0126736,0.00558461,-0.00937973,104.242,1.06582,0.00625,0.0251313,0.025,0.00960407,0.0,0.0,0.0421941,0.00532659,0.83669,0.47524,-0.0137105,-0.0145747,193.0,91.4923,113.066,43.734169006347656,0.9387842910874576,46.58596167569805,184.25,31.54,140.44,12.45,165.54,109.91,267.74,33.97,29.84,21.18,34.66,22.03,6.51,134.88,47.78,67.89,114.21,28.27,82.61,102.59,79.36,20.85,58.13,53.86,17.31,13.21,204.94,176.88,89.75,28.14,59.26,26.76,43.53,27.7,30.93,4.6,398.24,15.34,22.62,28.51,81.26,25.97,115.64,140.76,74.89,54.62,171.56,75.69,,,,,,45.53009086934,70.32152859017,2.65044843844,4.85315627353,5176.96213974264,62.13353894147,1706.03176291255,1328.287071502,19072.3829274345,10204.3806941047,2222.66829735191,59400000.0,286000000.0,20500000.0,3180.0,2370000000.0,4670000.0,2000000.0,265000000.0,28600.0,309000.0,13800000.0,50937.781,2196708.262,35535.949,1135535.52,42191.59,2042864.3529999992,8.0,32640.0,8900.0,2750482.4450000003,0.1321610055236955,0.0362270055799336,0.2290637614691479,CHN,0.2290637614691479,0.1321610055236955,1.7332174536768217,0.0844083326498741,0.2822920260524758,1.7332174536768217,2.0,,,,,0.0,0.0,197.0,0.482233502538071,0.5256875,1.0,0.0,2.0,1.0,,4.0,68.0,7.0,5.5724756758754,0.9248,1.0117,1.282156862745098,404.41,404.24,404.41,35392.832,4.682,0.321,40769.383,5376.553,14322.989,11900.264,6914.85,1476.147,371.508,35392.832,4.682,0.0,0.0,1553083.125,2417096.75,868586.5,100.0,100.0,8652.835,2759.229,51013.094,39812.508,6.749,1.488,1.07,100.0,154221.484,42191.59,50937.781,35535.949,130666.328,85.283,128665.32,349.0,294.0,159.0,86.0,14.0,12.0,10.0,30.0,10729.0,7045.0,205470848.0,236174215.0,146042981.0,2.640941982852164,1.57863383346267,1.672928786189362,31.1454081,37.5621374,25.7702126,92695820822.125,9.659615720524018,2417.09675
